Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,DeoDap International Private Limited
0797-silicone-cup-cake-mould-1pc,0797 Silicone Cup Cake Mould (1Pc),Title,Default Title,,,,,0797_Silicone_Cupcake_Mould,,,1407
7036_b_grade_nicer_dicer_5in1,7036 B Grade Vegetable Dicer Multi Chopper Set 5 in 1 Cutting Blades,Title,Default Title,,,,,7036_B_Grade_Nicer_Dicer_5in1,,,474
2609-blade-food-chopper-manual-hand-press-vegetable-chopper-mixer-cutter-1100ml,2609 Blade Food Chopper Manual Hand-Press Vegetable Chopper Mixer Cutter (1100ml),Title,Default Title,,,,,2609_2in1_Push_Chop_1100Ml,,,0
14-cavity-purse-sandle-heel-sandal-chocolate-mould,4736 14 Cavity Purse Sandle Heel Sandal Chocolate Mould (1Pc Only),Title,Default Title,,,,,4736_14Cavity_Fashion_Mould,,,225
6053_1pc_c_type_mob_cable,6053 Type C Rapid Quick Dash Fast Charging Cable,Title,Default Title,,,,,6053_C_Type_Mob_Cable_1Pc,,,491
4735,4735 Silicone Number Shape Chocolate Mould for Birthday Cake Decoration (1Pc Only),Title,Default Title,,,,,4735_0To9_N_Choco_Mould,,,262
2611_foldable_lotus_fruit_basket,"2611 Lotus Shape Foldable Fruit & Vegetable Basket Tray,Color May Vary",Title,Default Title,,,,,2611_Lotus_F_Fruit_Basket,,,306
1651l-multipurpose-kitchen-bathroom-shelf-wall-holder-storage-rack-bathroom,1651L Multipurpose Kitchen Bathroom Shelf Wall Holder Storage Rack Bathroom,Title,Default Title,,,,,1651L_2In1_Corner_Caddy_Basket,,,494
1786_naylon_angle_grinder,1786 100mm Nylon Fiber Polishing Wheel Grinding Disc For Angle Grinder (1Pc),Title,Default Title,,,,,1786_1Pc_Naylon_Angle_Grinder,,,895
6046-bkl-art-brush-set-for-artists-pack-of-6,6046 BKL Art Brush Set for Artists (Pack of 6),Title,Default Title,,,,,6046_6Pc_BLK_Art_Brush,,,863
1781-5pc-grinding-wheel-set-for-cutting-wooden-or-marbles,1781 5Pc Grinding Wheel Set For Cutting Wooden Or Marbles,Title,Default Title,,,,,1781_5Pc_Wheel_Cmb,,,474
1360-lcd-portable-writing-pad-tablet-for-kids-8-5-inch-1,1360 LCD Portable Writing Pad/Tablet for Kids - 8.5 Inch,Title,Default Title,,,,,1360_8_5_Inch_Brighter_Tablet,,,11774
6048-brown-art-brush-set-for-artists-pack-of-12,6048 Brown Art Brush Set for Artists (Pack of 12),Title,Default Title,,,,,6048_12Pc_Brown_Art_Brush,,,798
2610-oil-dispenser-with-leakproof-seasoning-bottle,2610 Oil Dispenser with Leakproof Seasoning Bottle (500Ml capacity),Title,Default Title,,,,,2610_Oil_Dispenser_500Ml,,,476
4687-self-adhesive-plastic-wall-hook-for-home,4687 Self Adhesive Plastic Wall Hook for Home (Multi Color),Title,Default Title,,,,,4687_1Pc_Heavy_Wall_Hook,,,15969
2513-hot-air-popcorn-popper-electric-machine-snack-maker,"2513 Hot Air Popcorn, Popper Electric Machine Snack Maker",Title,Default Title,,,,,2513_Ele_Popcorn_Maker,,,68
1785_8pc_hole_saw_set,1785 8Pc Hole Saw Set,Title,Default Title,,,,,1785_8Pc_Hole_Saw_Set,,,33
8040-fluorescent-luminous-board-with-light-fun-and-developing-toy,8040 Fluorescent Luminous Board with Light Fun and Developing Toy (Design May Vary),Title,Default Title,,,,,8040_Mix_D_Fluorescent_Toy,,,213
6047-brown-art-brush-set-for-artists-pack-of-7,6047 Brown Art Brush Set for Artists (Pack of 6),Title,Default Title,,,,,6047_6Pc_Brown_Art_Brush,,,1864
1783-colourful-umbrella-key-holder-1,1783 Colourful Umbrella Key Holder,Title,Default Title,,,,,1783_1Pc_Umb_Key_Holder,,,3482
2608-plastic-6-in-1-manual-vegetable-grater-chipser-and-slicer,"2608 Plastic 6-in-1 Manual Vegetable Grater,Chipser and Slicer",Title,Default Title,,,,,2608_6in1_Vegetable_Dicer,,,356
1782-self-adhesive-mini-swivel-casters-wheels-card-packing,1782 Self Adhesive Mini Swivel Casters Wheels (Card Packing),Title,Default Title,,,,,1782_4pc_Mini_S_Caster,,,197
1780-rotary-tool-accessories-kit-mini-drill-bit-set-1,1780 Rotary Tool Accessories Kit Mini Drill Bit Set,Title,Default Title,,,,,1780_105Pc_Rotary_Tool_Kit,,,89
0450-lcd-screen-digital-caliper-6-inch-2,0450 LCD Screen Digital Caliper (6 inch),Title,Default Title,,,,,0450_vernier_caliper_blister,,,2898
2605-silicone-flat-pastry-cooking-oil-brush-for-grilling-tandoor-and-bbq-1,"2605 Silicone Flat Pastry Cooking Oil Brush for Grilling, Tandoor and BBQ (2Pc)",Title,Default Title,,,,,2605_2Pc_BBQ_R_Sili_Brush,,,0
6041-universal-travel-adaptor-1,6041 Universal Travel Adaptor,Title,Default Title,,,,,6041_Travel_Adaptor,,,2374
1772-smart-finger-arc-lighter-usb-rechargeable-lighter-1,1772 Smart Finger Arc Lighter USB Rechargeable Lighter,Title,Default Title,,,,,1772_USB_S2_Lighter,,,0
6040-microfiber-cleaning-cloth-1,6040 Microfiber Cleaning Cloth (Pack of 12Pc),Title,Default Title,,,,,6040_12Pc_Microfiber_Cloth,,,115
1777_usb_b2_lighter,1777 Smart Finger Arc Lighter USB Rechargeable Lighter,Title,Default Title,,,,,1777_USB_B2_Lighter,,,0
4728-plastic-self-adhesive-smiley-face-hooks-1,4728 Plastic Self-Adhesive Kitchen 3Pc Hooks,Title,Default Title,,,,,4728_3Pc_Mix_Design_Hook,,,143
4731-pen-pencil-stationery-stand-desktop-organiser-1,4731 Pen-Pencil Stationery Stand Desktop Organiser,Title,Default Title,,,,,4731_DIY_Pen_Stand,,,21605
1728-3d-mirror-wall-stickers-for-wall-1,1728 3D Mirror Wall Stickers for Wall,Title,Default Title,,,,,1728_Squ_3D_Mirror_Sticker,,,614
2607-simple-foldable-stool-space-saving-folding-stool-easy-to-carry-stool,"2607 Simple Foldable Stool Space-Saving Folding Stool, Easy to Carry Stool",Title,Default Title,,,,,2607_S_BLK_Stool,,,712
1727-adhesive-bathroom-mirror-wall-1,1727-Adhesive-bathroom-mirror-wall,Title,Default Title,,,,,1727_Oval_3D_Mirror_Sticker,,,470
4729-handy-air-balloon-pumps-for-foil-balloons-and-inflatable-toys-1,4729 Handy Air Balloon Pumps for Foil Balloons and Inflatable Toys,Title,Default Title,,,,,4729_100Pc_L_Balloon_Pump,,,214
6045-heart-shaped-sewing-box-multi-functional-convenient-sewing-tools,6045 Heart-Shaped Sewing Box Multi-Functional Convenient Sewing Tools,Title,Default Title,,,,,6045_Heart_Port_Sewing_Box,,,0
6042-waterproof-shower-cap-reusable-bath-caps-1,6042 Waterproof Shower Cap Reusable Bath Caps,Title,Default Title,,,,,6042_S_Shower_Cap,,,13632
0478-mens-invisible-socks-12-pcs,0478 Mens Invisible Socks (12 Pair),Title,Default Title,,,,,0478_V_Ss_Mix_12Pair,,,179
1762-outdoor-cutlery-picnic-tableware-stainless-steel-5-in-2,1762 Outdoor Cutlery Picnic Tableware; Stainless Steel 5-in-1,Title,Default Title,,,,,1762_5in1_Pocket_Knife,,,2034
1094l-multipurpose-shelf-storage-rack-organizer-caddy-basket-with-sticker-1pc-1,1094L Multipurpose Shelf Storage Rack Organizer Caddy Basket with Sticker (1Pc),Title,Default Title,,,,,1094L_Corner_Caddy_Basket,,,0
4718-t-shape-scraper-for-cake-with-edge-cake-decorating-tools-1,4718 T shape Scraper for Cake with Edge Cake Decorating Tools,Title,Default Title,,,,,4718_3Pc_T_Cake_Scraper,,,207
1260a_electric_pest_reject,"1260A Ultrasonic Pest Repeller to Repel Rats, Mosquito, Home Pest & Rodent",Title,Default Title,,,,,1260A_Electric_Pest_Reject,,,2402
6044-portable-travel-sewing-kits-box,6044 Portable Travel Sewing Kits Box,Title,Default Title,,,,,6044_DL_Port_Sewing_Box,,,0
4727-super-powerful-self-adhesive-3-layer-soap-dish,4727 Super Powerful Self-Adhesive 3 Layer Soap Dish,Title,Default Title,,,,,4727_3Layer_Soap_Holder,,,0
2101-folding-lightweight-plastic-stool-black-1,2101 Folding Lightweight Plastic Stool (Black),Title,Default Title,,,,,2101_12Inch_Black_PP_Folding_Stool,,,0
1767-smart-finger-arc-lighter-usb-rechargeable-lighter,1767 Smart Finger Arc Lighter USB Rechargeable Lighter,Title,Default Title,,,,,1767_USB_Pre_Lighter,,,0
4649-adjustable-folding-clothes-steel-drying-racks-hanger-shelf,4649 Adjustable Folding Clothes Steel Drying Racks Hanger Shelf,Title,Default Title,,,,,4649_SS_Drying_Rack,,,41
1779-4-in-1-stainless-steel-travel-camping-folding-multi-swiss-cutlery-set,1779 4-in-1 Stainless Steel Travel/Camping Folding Multi Swiss Cutlery Set,Title,Default Title,,,,,1779_4in1_Travel_Pocket_Set,,,73
4730-curling-balloon-ribbon-roll-for-gifts-balloons-crafts-1,"4730 Curling Balloon Ribbon Roll for Gifts, Balloons & Crafts",Title,Default Title,,,,,4730_6Pc_C_Ribbon_Egg,,,139
7255-nail-cutter-for-every-age-group-1,7255 Nail Cutter for Every Age Group,Title,Default Title,,,,,7255_Big_K_Nail_Cutter,,,0
7334-car-mobile-holder-1,7334 Car Mobile Holder,Title,Default Title,,,,,7334_MCH_28,,,27
7337-mount-air-vent-cell-phone-mobile-holder,7337 Mount Air Vent Cell Phone Mobile Holder,Title,Default Title,,,,,7337_Mobile_Support_Holder,,,888
6039-child-safety-protection-baby-safety-cute-animal-security-card-door-stopper-2pc-set,6039 Child Safety Protection Baby Safety Cute Animal Security Card Door Stopper (2PC Set),Title,Default Title,,,,,6039_2Pc_Door_Stopper_Card,,,59
2603-dumplings-press-maker-kitchen-tool-1,2603 Dumplings Press Maker Kitchen Tool,Title,Default Title,,,,,2603_Pierogies_Press_Maker,,,66
7338,7338 Mobile Holder Attachment For Selfie Stick and Mobile Tripods,Title,Default Title,,,,,7338_Mobile_Support_H2,,,1082
2604-handle-cooking-tong-salad-tong-buffet-barbecue-clip,"2604 Handle Cooking Tong, Salad Tong, Buffet Barbecue Clip",Title,Default Title,,,,,2604_BBQ_Charcoal_Clip,,,0
7325-car-mobile-holder,7325 Car Mobile Holder,Title,Default Title,,,,,7325_mch_19,,,0
7321-anti-gravity-car-mobile-holder,7321 Anti Gravity Car Mobile Holder,Title,Default Title,,,,,7321_MCH_15,,,0
6038-hair-dryer-holder-stand-self-adhesive-wall-mounted-with-sticker,6038 Hair Dryer Holder Stand Self Adhesive Wall Mounted (With Sticker),Title,Default Title,,,,,6038_Anti_Slip_H_Dryer_Rack,,,120
1778-aluminium-self-adhesive-foil-tape,1778 Aluminium Self Adhesive Foil Tape,Title,Default Title,,,,,1778_Aluminum_Butyl_Tape,,,0
6037-anti-crack-silicone-gel-foot-protector-moisturising-socks-1,6037 Anti Crack silicone Gel Foot Protector Moisturising Socks,Title,Default Title,,,,,6037_Anti_Heel_Sili_Socks,,,0
1776-castor-wheels-heavy-duty-for-furniture-moving-1,1776 Castor Wheels Heavy Duty for Furniture Moving,Title,Default Title,,,,,1776_2Pc_Adj_Furniture_Roller,,,0
2602-steamed-stuffed-bun-making-mold,2602 Steamed Stuffed Bun Making Mold,Title,Default Title,,,,,2602_Baozi_Maker,,,119
0328-artists-portable-lightweight-metal-display-easel-with-free-weatherproof,0328  Artists' Portable Lightweight Metal Display Easel  with Free Weatherproof,Title,Default Title,,,,,0328_Easel_Master_Tripod_A003,,,49
1774-smart-finger-arc-lighter-usb-rechargeable-lighter-1,1774 Smart Finger Arc Lighter USB Rechargeable Lighter,Title,Default Title,,,,,1774_USB_G1_Lighter,,,0
7327-car-mobile-holder-1,7327 Car Mobile Holder,Title,Default Title,,,,,7327_MCH_21,,,68
1775-smart-finger-arc-lighter-usb-rechargeable-lighter-1,1775 Smart Finger Arc Lighter USB Rechargeable Lighter,Title,Default Title,,,,,1775_USB_B1_Lighter,,,0
7323-clip-bracket-car-holder-mount-stand-360-degree-1,7323 Clip Bracket Car Holder Mount Stand 360 Degree,Title,Default Title,,,,,7323_MCH_17,,,43
1769-anti-vibration-pads-with-suction-cup-feet,1769 Anti Vibration Pads with Suction Cup Feet,Title,Default Title,,,,,1769_4Pc_CB_Anti_Vib_Pad,,,109
6035-headphone-isolatinc-headphones-with-hands-free-control,6035 Headphone Isolatinc headphones with Hands-free Control,Title,Default Title,,,,,6035_Pre_Earphone_PH7,,,235
1773-smart-finger-arc-lighter-usb-rechargeable-lighter-1,1773 Smart Finger Arc Lighter USB Rechargeable Lighter,Title,Default Title,,,,,1773_USB_S3_Lighter,,,0
7328-car-mobile-holder,7328 Car Mobile Holder,Title,Default Title,,,,,7328_MCH_22,,,35
7326-car-mobile-holder,7326 Car Mobile Holder,Title,Default Title,,,,,7326_MCH_20,,,0
7331-car-mobile-holder,7331 Car Mobile Holder,Title,Default Title,,,,,7331_MCH_25,,,0
7322-car-mobile-holder,7322 Car Mobile Holder,Title,Default Title,,,,,7322_MCH_16,,,0
7330-car-mobile-holder,7330 Car Mobile Holder,Title,Default Title,,,,,7330_MCH_24,,,40
1771-smart-finger-arc-lighter-usb-rechargeable-lighter,1771  Smart Finger Arc Lighter USB Rechargeable Lighter,Title,Default Title,,,,,1771_USB_S1_Lighter,,,0
7357-socks-breathable-thickened-classic-simple-soft-skin-friendly,7357 Socks Breathable Thickened Classic Simple Soft Skin Friendly (1Pair),Title,Default Title,,,,,7357_Ladies_S_Socks,,,5852
7355-socks-breathable-thickened-classic-simple-soft-skin-friendly,7355 Socks Breathable Thickened Classic Simple Soft Skin Friendly,Title,Default Title,,,,,7355_Ladies_L_Fancy_Socks,,,6057
6036-headphone-isolatinc-headphones-with-hands-free-control-1,6036 Headphone Isolatinc headphones with Hands-free Control,Title,Default Title,,,,,6036_Pre_Earphone_R12,,,301
7614-chocolate-candy-jelly-gummies-ice-cubes-mould-combo-with-15-slot,7614 Silicone Food Grade Reusable Non-Stick Multi Shape 15 Cavity Chocolate Mold,Title,Default Title,,,,,7614_15Cavity_Mix_CM_02,,,909
6034-headphone-isolatinc-headphones-with-hands-free-control,6034 Headphone Isolatinc headphones with Hands-free Control,Title,Default Title,,,,,6034_Pre_Earphone_0501,,,238
1770-self-adhesive-mini-swivel-casters-wheels,1770 Self Adhesive Mini Swivel Casters Wheels,Title,Default Title,,,,,1770_4PC_Mini_Swivel_Caster,,,3907
6032-foldable-mobile-stand-with-angle-adjustable-desktop-table-mobile-holder-1,6032 Foldable Mobile Stand with Angle Adjustable Desktop Table Mobile Holder,Title,Default Title,,,,,6032_Foldable_Desktop_Stand,,,200
6033_portable_ele_heater,6033 Portable Electric Heater Mini Fan Heater Desktop Household,Title,Default Title,,,,,6033_Portable_Ele_Heater,,,92
sku-2601_3pc_ss_grater_basket,2601 3 in 1 Kitchen Multipurpose Julienne Grater Salad Maker,Title,Default Title,,,,,2601_3PC_SS_Grater_Basket,,,0
7613-poly-carbonate-chocolate-bar-moulds-pc-mould-clear-hard-candy-mould-1,7613 Poly Carbonate Chocolate Bar Moulds PC Mould Clear Hard Candy Mould,Title,Default Title,,,,,7613_6Cavity_CM_01,,,89
8039_ufo_frisbee_ball,8039  Football Flat Throw Disc - with 3 LED Light Flying Toys,Title,Default Title,,,,,8039_UFO_Frisbee_Ball,,,85
1768-colorfull-garden-tool-set-set-of-3pc,1768  Colorfull Garden Tool Set Set of 3Pc,Title,Default Title,,,,,1768_3Pc_Color_G_Tool,,,0
6031-3d-rechargeable-moon-lamp-with-touch-control-adjust-brightness,6031 3D  Moon Lamp With Batttery Operated (3 cell Included),Title,Default Title,,,,,6031_3D_Mini_Moon_Lamp,,,1007
4726-hanging-plastic-kitchen-trash-can-bag-holder,4726 Hanging Plastic Kitchen Trash Can Bag Holder,Title,Default Title,,,,,4726_Unique_G_B_Holder,,,0
1766-self-adhesive-furniture-pads-square-1,1766 Self Adhesive Furniture Pads - Square,Title,Default Title,,,,,1766_18Pc_Furniture_Pads,,,89
7253-hot-water-bottle-bag-for-pain-relief,7253 Hot Water Bottle Bag For Pain Relief,Title,Default Title,,,,,7253_HWB_17,,,14001
6029-spiral-charger-spring-cable-protector-data-cable-saver,6029 Spiral Charger Spring Cable Protector Data Cable Saver,Title,Default Title,,,,,6029_4Pc_Spiral_Cab_Protector,,,1031
6030-shower-cap-bath-shower-cap-women-reusable-waterproof-women-shower,"6030 Shower Cap Bath Shower Cap ,Women Reusable Waterproof Women Shower",Title,Default Title,,,,,6030_3Pc_Shower_Cap,,,912
2599-oil-absorbing-sheets-cooking-paper,2599 Oil Absorbing Sheets Cooking Paper,Title,Default Title,,,,,2599_50Pc_Oil_Absorbing_Paper,,,236
7315_mch_09-1,7315  Car Mobile Holder for AC Vent,Title,Default Title,,,,,7315_MCH_09,,,0
8037-plastic-fruits-n-veggies-exclusive-collection-of-realistic-sliceable-fruits,8037 Plastic Fruits N Veggies Exclusive Collection of Realistic Sliceable Fruits,Title,Default Title,,,,,8037_8Pc_Sliceable_Fruit_Toy,,,58
7306-car-mobile-holder-for-anti-slip-black-1,7306  Car Mobile Holder for Anti-slip  (Black),Title,Default Title,,,,,7306_MCH_01,,,0
6028-mobile-phone-stand-and-holder-for-online-classes-table-bed-1,6028 Mobile Phone Stand and Holder for Online Classes Table Bed,Title,Default Title,,,,,6028_Mob_Holder_WS_811,,,92
7250-fancy-small-golden-jhoomer-for-home-decoration,7250 Fancy Small Golden Jhoomer For Home Decoration,Title,Default Title,,,,,7250_Fancy_S_G_Jhoomer,,,0
7251-fancy-large-golden-jhoomer-for-home-decoration,7251 Fancy Large Golden Jhoomer For Home Decoration,Title,Default Title,,,,,7251_Fancy_L_G_Jhoomer,,,0
6026-multi-function-sewing-set-sewing-kit-for-home-tailoring-1,6026 Multi function Sewing Set Sewing kit for Home Tailoring,Title,Default Title,,,,,6026_34Pc_Home_Sewing_Kit,,,0
8038-72pcs-blocks-house-multi-color-building-blocks-with-smooth-rounded-edges-1,8038  Blocks House Multi Color Building Blocks with Smooth Rounded Edges (110Pc Set),Title,Default Title,,,,,8038_110Pc_Building_Block,,,236
7248-velvet-hot-water-heating-bag-for-pain-relief,7248 Velvet Hot Water Heating Bag For Pain Relief,Title,Default Title,,,,,7248_Velvet_S_HWB_14,,,554
7249-personal-care-rubber-hot-water-heating-pad-bag-for-pain-relief,7249 Personal Care Rubber Hot Water Heating Pad Bag for Pain Relief,Title,Default Title,,,,,7249_Velvet_L_HWB_15,,,8108
7308-car-mount-air-vent-holder,7308 Car Mount Air Vent Holder,Title,Default Title,,,,,7308_MCH_03,,,1089
7254-personal-care-rubber-hot-water-heating-pad-bag-for-pain-relief,7254 Personal Care Rubber Hot Water Heating Pad Bag for Pain Relief,Title,Default Title,,,,,7254_Print_HWB_18,,,8745
6025-air-conditioning-dust-cover-waterproof-folding-ac-cover,6025 Air Conditioning Dust Cover Waterproof Folding Ac Cover (1Tone Size),Title,Default Title,,,,,6025_AC_Dust_Cover,,,41
1763-kitchen-bathroom-soaps-storage-rack-with-2-hook-for-home,1763 Kitchen Bathroom Soaps Storage Rack with 2 Hook for Home,Title,Default Title,,,,,1763_2_Layer_SS_Soap_Rack,,,130
7252_minty_hwb_16,7252 Hot Water Bottle Bag For Pain Relief,Title,Default Title,,,,,7252_Minty_HWB_16,,,645
2598-multipurpose-3-in1-stainless-steel-grater-and-slicer-1,2598 Multipurpose 3 in1 Stainless Steel Grater and Slicer,Title,Default Title,,,,,2598_3in1_Handle_SS_Slicer,,,357
1491-8-in-1-apple-shape-manicure-set-1,1491 8 in 1 Apple Shape Manicure Set,Title,Default Title,,,,,1491_8Pc_Apple_Nail_Art_Set,,,544
6027,6027 Black Beard Apron Hair Clippings Catcher Grooming Bib,Title,Default Title,,,,,6027_Blk_Shaving_Beard_Apron,,,712
7316_mch_10,7316  Car-Vent Mobile Holder Easy To Hold Smartphone,Title,Default Title,,,,,7316_MCH_10,,,384
7314_mch_08,7314 Adjustable Phone Mount Holder For Car,Title,Default Title,,,,,7314_MCH_08,,,0
6023-2016-3v-lithium-button-cell-battery-retail-pack-1,6023 3V 2016 Lithium Button Cell Battery Retail Pack Of 25Pcs,Title,Default Title,,,,,6023_25Pc_3V_CR2016_Cell,,,0
1761-self-adhesive-cable-clips-wire-manage-holder-sticky-mount-round-plastic-cable-cord-1,1761 Self Adhesive Cable Clips Wire Manage Holder Sticky Mount-Round Plastic Cable Cord,Title,Default Title,,,,,1761_20Pc_Cable_Clips_B006,,,931
1764-multipurpose-wall-mount-metal-bathroom-shelf-and-rack-for-home-and-kitchen,1764  Multipurpose Wall Mount Metal Bathroom Shelf and Rack for Home and Kitchen.,Title,Default Title,,,,,1764_1_Layer_Soap_Rack,,,93
6022-computer-wired-optical-mouse,6022 Computer Wired Optical Mouse,Title,Default Title,,,,,6022_D_Computer_Mouse,,,342
2515-mini-electric-stainless-steel-multifunction-smash-machine,2515 Mini Electric Stainless Steel Multifunction Smash Machine,Title,Default Title,,,,,2515_Mini_Electric_Grinder,,,283
2594-plastic-scrubber-round-nylon-scrubbers,2594 Plastic Scrubber Round Nylon Scrubbers (12Pcs Set),Title,Default Title,,,,,2594_12Pc_R_P_Scrubber,,,0
2499-food-bag-clip-seal-pour-storage-food-sealing-clip-1,2499 Food Bag Clip Seal Pour Storage Food Sealing Clip (1Pc),Title,Default Title,,,,,2499_Fancy_Food_Clip,,,8577
6021-mens-coat-blazer-cover-foldover-breathable-garment-bag-suit-cover,6021 Men's Coat Blazer Cover Foldover Breathable Garment Bag Suit Cover,Title,Default Title,,,,,6021_Blazer_Suit_Cover,,,0
8035-yellow-multipurpose-foldable-laptop-table-with-cup-holder-1,8035 Yellow Multipurpose Foldable Laptop Table with Cup Holder (With Box),Title,Default Title,,,,,8035_Yellow_LTT_17,,,0
2592-round-plastic-basin-and-plastic-mixing-bowl-set,2592 Round Plastic Basin And Plastic Mixing Bowl Set.,Title,Default Title,,,,,2592_3Pc_Basin_Set,,,76
8034-green-multipurpose-foldable-laptop-table-with-cup-holder,8034 Green Multipurpose Foldable Laptop Table with Cup Holder (With Box),Title,Default Title,,,,,8034_Green_LTT_16,,,0
8033-orange-multipurpose-foldable-laptop-table-with-cup-holder-1,8033 Orange Multipurpose Foldable Laptop Table with Cup Holder (With Box),Title,Default Title,,,,,8033_Orange_LTT_15,,,0
